iter	Passed	Remaining
400	26817	40058
401	26895	40009
402	26976	39962
403	27062	39924
404	27139	39871
405	27237	39849
406	27322	39809
407	27404	39764
408	27489	39722
409	27588	39699
410	27695	39690
411	27772	39636
412	27860	39598
413	27952	39565
414	28038	39523
415	28133	39494
416	28212	39443
417	28299	39403
418	28388	39365
419	28472	39318
420	28549	39263
421	28620	39201
422	28697	39144
423	28780	39097
424	28876	39068
425	28989	39060
426	29133	39094
427	29276	39127
428	29418	39155
429	29604	39243
430	29737	39258
431	29897	39310
432	30060	39363
433	30179	39358
434	30298	39352
435	30449	39388
436	30626	39457
437	30807	39529
438	31002	39617
439	31164	39664
440	31361	39753
441	31518	39790
442	31670	39820
443	31832	39862
444	32000	39910
445	32184	39978
446	32329	39996
447	32452	39985
448	32567	39965
449	32653	39909
450	32742	39856
451	32834	39808
452	32913	39742
453	32983	39667
454	33056	39595
455	33125	39517
456	33204	39452
457	33277	39380
458	33343	39300
459	33422	39234
460	33528	39201
461	33640	39174
462	33749	39144
463	33843	39094
464	33922	39029
465	34013	38977
466	34132	38955
467	34262	38948
468	34343	38883
469	34423	38818
470	34541	38794
471	34672	38786
472	34833	38809
473	34962	38798
474	35086	38780
475	35184	38732
476	35279	38681
477	35362	38617
478	35458	38567
479	35530	38490
480	35613	38426
481	35695	38361
482	35781	38299
483	35886	38259
484	35992	38219
485	36081	38160
486	36162	38092
487	36267	38051
488	36384	38021
489	36470	37958
490	36579	37919
491	36713	37907
492	36810	37855
493	36928	37825
494	37065	37814
495	37182	37782
496	37307	37757
497	37438	37738
498	37537	37687
499	37610	37610
500	37697	37547
501	37809	37507
502	37872	37420
503	37953	37351
504	38070	37316
505	38200	37294
506	38292	37235
507	38390	37181
508	38527	37165
509	38640	37124
510	38744	37076
511	38900	37077
512	39024	37046
513	39100	36970
514	39162	36880
515	39216	36784
516	39288	36704
517	39378	36642
518	39484	36593
519	39616	36569
520	39697	36496
521	39783	36429
522	39839	36335
523	39902	36247
524	39971	36164
525	40046	36087
526	40118	36007
527	40185	35923
528	40243	35831
529	40293	35731
530	40334	35624
531	40379	35521
532	40432	35425
533	40475	35320
534	40520	35218
535	40568	35119
536	40619	35021
537	40681	34934
538	40733	34838
539	40783	34741
540	40827	34639
541	40871	34536
542	40915	34435
543	40984	34354
544	41080	34296
545	41198	34256
546	41284	34190
547	41371	34124
548	41430	34034
549	41486	33943
550	41537	33848
551	41585	33750
552	41653	33669
553	41702	33572
554	41746	33472
555	41806	33384
556	41857	33290
557	41909	33197
558	41958	33101
559	42001	33001
560	42054	32909
561	42151	32851
562	42297	32831
563	42407	32783
564	42517	32734
565	42605	32669
566	42693	32603
567	42782	32538
568	42871	32473
569	42967	32413
570	43051	32345
571	43137	32277
572	43226	32212
573	43310	32143
574	43393	32073
575	43485	32010
576	43584	31951
577	43640	31861
578	43700	31775
579	43758	31687
580	43811	31595
581	43858	31499
582	43908	31406
583	43965	31317
584	44014	31223
585	44067	31132
586	44113	31037
587	44160	30942
588	44208	30848
589	44253	30752
590	44305	30661
591	44346	30563
592	44389	30466
593	44443	30376
594	44490	30283
595	44551	30199
596	44637	30132
597	44721	30063
598	44879	30044
599	44947	29965
600	45000	29875
601	45065	29793
602	45142	29720
603	45191	29629
604	45235	29534
605	45279	29439
606	45322	29343
607	45379	29257
608	45458	29186
609	45536	29113
610	45622	29046
611	45698	28972
612	45784	28905
613	45850	28824
614	45909	28740
615	45972	28658
616	46027	28571
617	46079	28482
618	46124	28389
619	46167	28296
620	46215	28205
621	46267	28117
622	46346	28045
623	46423	27973
624	46471	27883
625	46518	27792
626	46565	27701
627	46617	27614
628	46728	27561
629	46793	27481
630	46857	27401
631	46903	27310
632	46979	27237
633	47033	27151
634	47079	27061
635	47123	26970
636	47172	26881
637	47221	26793
638	47266	26703
639	47311	26612
640	47357	26523
641	47401	26432
642	47452	26346
643	47525	26271
644	47584	26189
645	47642	26107
646	47691	26020
647	47740	25933
648	47801	25852
649	47847	25764
650	47892	25675
651	47942	25588
652	47993	25503
653	48041	25416
654	48089	25329
655	48137	25242
656	48185	25156
657	48231	25068
658	48273	24979
659	48319	24891
660	48364	24804
661	48413	24718
662	48463	24634
663	48510	24547
664	48555	24460
665	48601	24373
666	48653	24290
667	48701	24205
668	48752	24121
669	48800	24036
670	48843	23948
671	48893	23864
672	48956	23787
673	49013	23706
674	49075	23628
675	49123	23544
676	49176	23462
677	49246	23388
678	49322	23317
679	49392	23243
680	49473	23174
681	49549	23103
682	49605	23023
683	49657	22941
684	49712	22860
685	49769	22780
686	49838	22706
687	49893	22626
688	49945	22544
689	49993	22460
690	50038	22376
691	50092	22295
692	50159	22220
693	50226	22146
694	50274	22062
695	50320	21978
696	50370	21897
697	50418	21814
698	50469	21733
699	50518	21650
700	50563	21567
701	50609	21483
702	50654	21400
703	50700	21317
704	50745	21233
705	50799	21154
706	50843	21071
707	50893	20989
708	50956	20914
709	51015	20837
710	51097	20769
711	51223	20719
712	51321	20657
713	51385	20583
714	51440	20504
715	51491	20423
716	51542	20343
717	51599	20265
718	51644	20183
719	51690	20101
720	51738	20021
721	51793	19942
722	51861	19869
723	51930	19796
724	51979	19716
725	52044	19642
726	52138	19578
727	52191	19499
728	52241	19420
729	52295	19342
730	52350	19264
731	52395	19182
732	52438	19101
733	52486	19020
734	52530	18939
735	52575	18858
736	52618	18777
737	52661	18695
738	52705	18614
739	52750	18534
740	52794	18453
741	52838	18372
742	52882	18291
743	52926	18211
744	52967	18129
745	53019	18052
746	53062	17971
747	53103	17890
748	53151	17811
749	53197	17732
750	53242	17652
751	53299	17577
752	53341	17497
753	53387	17418
754	53439	17341
755	53488	17263
756	53532	17184
757	53574	17104
758	53619	17025
759	53671	16948
760	53719	16871
761	53767	16793
762	53814	16715
763	53860	16637
764	53909	16560
765	53954	16482
766	54000	16404
767	54045	16326
768	54091	16248
769	54143	16172
770	54187	16094
771	54233	16017
772	54276	15938
773	54323	15861
774	54371	15785
775	54415	15707
776	54459	15629
777	54504	15552
778	54549	15475
779	54595	15398
780	54636	15320
781	54682	15243
782	54727	15167
783	54774	15090
784	54817	15013
785	54863	14937
786	54916	14863
787	54965	14787
788	55012	14711
789	55066	14637
790	55186	14581
791	55247	14509
792	55309	14437
793	55368	14365
794	55428	14292
795	55477	14217
796	55520	14141
797	55564	14065
798	55610	13989
799	55656	13914
800	55705	13839
801	55749	13763
802	55795	13688
803	55839	13612
804	55887	13538
805	55934	13463
806	55977	13387
807	56019	13311
808	56062	13235
809	56102	13159
810	56144	13084
811	56190	13009
812	56236	12934
813	56283	12860
814	56345	12790
815	56405	12718
816	56451	12644
817	56499	12570
818	56545	12496
819	56589	12422
820	56637	12348
821	56684	12274
822	56734	12201
823	56781	12128
824	56827	12054
825	56869	11979
826	56917	11906
827	56964	11833
828	57011	11759
829	57061	11687
830	57116	11615
831	57160	11542
832	57207	11469
833	57260	11397
834	57305	11323
835	57347	11249
836	57398	11177
837	57460	11108
838	57520	11037
839	57576	10966
840	57638	10897
841	57692	10825
842	57747	10754
843	57824	10688
844	57906	10621
845	57965	10551
846	58023	10481
847	58075	10409
848	58131	10338
849	58183	10267
850	58234	10196
851	58285	10124
852	58339	10053
853	58390	9982
854	58445	9911
855	58499	9841
856	58552	9770
857	58601	9698
858	58655	9628
859	58714	9558
860	58769	9487
861	58821	9416
862	58874	9346
863	58926	9275
864	58979	9204
865	59030	9134
866	59081	9063
867	59135	8992
868	59185	8922
869	59233	8851
870	59288	8780
871	59346	8711
872	59404	8641
873	59453	8571
874	59505	8500
875	59558	8430
876	59609	8360
877	59663	8290
878	59718	8220
879	59767	8150
880	59818	8079
881	59871	8009
882	59921	7939
883	59972	7869
884	60020	7799
885	60066	7728
886	60117	7658
887	60172	7589
888	60220	7519
889	60273	7449
890	60326	7379
891	60382	7310
892	60438	7241
893	60492	7172
894	60545	7103
895	60593	7033
896	60645	6963
897	60696	6894
898	60747	6824
899	60797	6755
900	60845	6685
901	60895	6616
902	60948	6547
903	61002	6478
904	61056	6409
905	61108	6340
906	61168	6271
907	61224	6203
908	61278	6134
909	61331	6065
910	61387	5997
911	61439	5928
912	61494	5859
913	61544	5790
914	61590	5721
915	61640	5652
916	61693	5584
917	61746	5515
918	61802	5447
919	61854	5378
920	61908	5310
921	61959	5241
922	62012	5173
923	62062	5104
924	62111	5036
925	62159	4967
926	62208	4898
927	62259	4830
928	62313	4762
929	62368	4694
930	62418	4626
931	62470	4557
932	62518	4489
933	62565	4421
934	62614	4352
935	62666	4284
936	62715	4216
937	62765	4148
938	62817	4080
939	62871	4013
940	62921	3945
941	62978	3877
942	63028	3809
943	63078	3741
944	63132	3674
945	63182	3606
946	63233	3538
947	63286	3471
948	63336	3403
949	63387	3336
950	63445	3269
951	63496	3201
952	63542	3133
953	63590	3066
954	63639	2998
955	63688	2931
956	63744	2864
957	63799	2797
958	63851	2729
959	63906	2662
960	63956	2595
961	64006	2528
962	64055	2461
963	64105	2393
964	64153	2326
965	64201	2259
966	64252	2192
967	64301	2125
968	64348	2058
969	64397	1991
970	64448	1924
971	64498	1857
972	64566	1791
973	64618	1724
974	64672	1658
975	64726	1591
976	64787	1525
977	64842	1458
978	64897	1392
979	64946	1325
980	64998	1258
981	65047	1192
982	65100	1125
983	65152	1059
984	65203	992
985	65253	926
986	65299	860
987	65345	793
988	65401	727
989	65467	661
990	65519	595
991	65571	528
992	65626	462
993	65676	396
994	65728	330
995	65792	264
996	65880	198
997	65967	132
998	66063	66
999	66111	0
