iter	Logloss
115	0.1823423427
116	0.181845837
117	0.1810432027
118	0.1805998163
119	0.1799292735
120	0.1793816935
121	0.1789107869
122	0.1781697822
123	0.177885938
124	0.1774107323
125	0.1768038033
126	0.1762861971
127	0.175892705
128	0.1753227104
129	0.1751044449
130	0.1746395846
131	0.1742497797
132	0.1735709396
133	0.1732560689
134	0.1729251594
135	0.1726753284
136	0.1719562531
137	0.1716327871
138	0.1712751389
139	0.1708601557
140	0.170625774
141	0.1702302791
142	0.1700095061
143	0.1696983197
144	0.1694701835
145	0.1690454397
146	0.1687421455
147	0.1682877374
148	0.1680090043
149	0.1678068713
150	0.1672660039
151	0.1668781196
152	0.1663732177
153	0.1662062575
154	0.166044108
155	0.1656687327
156	0.1654682832
157	0.1650543042
158	0.1648107404
159	0.1644228359
160	0.1638449588
161	0.1634100487
162	0.163146329
163	0.1629235544
164	0.1626805779
165	0.162438805
166	0.1621763447
167	0.1618675753
168	0.1616379469
169	0.161314313
170	0.1609971468
171	0.1608404059
172	0.1605711366
173	0.1604091793
174	0.1600328183
175	0.1598067868
176	0.1595758231
177	0.1592785584
178	0.1589025904
179	0.1587451338
180	0.1585077799
181	0.1582161065
182	0.1580121024
183	0.1578173843
184	0.1576716973
185	0.1573383714
186	0.1570465571
187	0.1569001134
188	0.1566410246
189	0.1564050116
190	0.1559053258
191	0.1557062817
192	0.1554513468
193	0.1550776955
194	0.1548775957
195	0.1546491335
196	0.1545057283
197	0.1541957583
198	0.1538320673
199	0.1536052949
200	0.1534160572
201	0.1529577838
202	0.1526637738
203	0.1525415042
204	0.1524121245
205	0.152190926
206	0.151902688
207	0.1516841361
208	0.1514518139
209	0.1511746278
210	0.1510073709
211	0.1508587786
212	0.1507356351
213	0.1505693713
214	0.150223535
215	0.1500647126
216	0.1499056782
217	0.1497100126
218	0.1495746534
219	0.1494022371
220	0.1492628028
221	0.1491761111
222	0.1490927785
223	0.1489032451
224	0.1485950313
225	0.1485033727
226	0.148222092
227	0.1480901312
228	0.1478119783
229	0.1476474006
230	0.147504096
231	0.1473417867
232	0.1471175777
233	0.1469356096
234	0.1467130502
235	0.1466434901
236	0.146396979
237	0.1462444185
238	0.1461121373
239	0.1459510798
240	0.1457074825
241	0.1454630087
242	0.145382666
243	0.1452337056
244	0.1450757303
245	0.1449851017
246	0.1448159242
247	0.1446213547
248	0.1444069991
249	0.1442241733
250	0.1440356691
251	0.1439685147
252	0.1439130706
253	0.1438034746
254	0.1435545283
255	0.1434527784
256	0.1432059336
257	0.1429074912
258	0.1428183929
259	0.1426492728
260	0.1425880857
261	0.1423607383
262	0.1422317823
263	0.1419889145
264	0.1417749324
265	0.1415540049
266	0.141473398
267	0.1413026177
268	0.1411369239
269	0.1409503327
270	0.1408710086
271	0.1407466588
272	0.1406659548
273	0.1404858787
274	0.1403762169
275	0.1402696156
276	0.1400782543
277	0.1397833206
278	0.1396597041
279	0.139525419
280	0.1393818433
281	0.1391924735
282	0.139023654
283	0.1388417233
284	0.1386632643
285	0.1384454557
286	0.1382835588
287	0.1381093668
288	0.1379835007
289	0.1378947163
290	0.1377084259
291	0.1375628908
292	0.137444004
293	0.137348206
294	0.1372277937
295	0.1371470023
296	0.1369915794
297	0.1368180173
298	0.1367049633
299	0.1365710016
300	0.1364782157
301	0.1363317924
302	0.1361740326
303	0.1360222702
304	0.1359334121
305	0.135852716
306	0.1356677137
307	0.1355509075
308	0.1354442473
309	0.135296965
310	0.1351368974
311	0.1350077798
312	0.1348826547
313	0.134804011
314	0.1346487631
315	0.1345084856
316	0.1344631961
317	0.1343087736
318	0.1341215541
319	0.1339860358
320	0.1338434566
321	0.1336752134
322	0.1335139601
323	0.1333639108
324	0.1332822026
325	0.1331904407
326	0.1331061225
327	0.1329050295
328	0.1327549399
329	0.1326799864
330	0.1325085604
331	0.1324265316
332	0.1323171291
333	0.132270133
334	0.132181344
335	0.1321115208
336	0.1320106081
337	0.1319281766
338	0.1317921414
339	0.1316541569
340	0.131576327
341	0.1315076354
342	0.1313890202
343	0.1312215332
344	0.1311491907
345	0.1310829884
346	0.1310329072
347	0.1308919383
348	0.130768554
349	0.130598537
350	0.1304884448
351	0.130393339
352	0.1302472047
353	0.1301307811
354	0.130030024
355	0.1299198983
356	0.1298383624
357	0.1297415528
358	0.1296349761
359	0.1295381456
360	0.1294694871
361	0.1293178176
362	0.1292520221
363	0.1291127266
364	0.1290604111
365	0.1289919501
366	0.1288952611
367	0.1287796749
368	0.128711842
369	0.1286298935
370	0.1285815213
371	0.128487362
372	0.1283586666
373	0.1282250992
374	0.1281835954
375	0.1280201222
376	0.1278550308
377	0.1277541169
378	0.1276071098
379	0.127497415
380	0.1274273944
381	0.1273654067
382	0.1273008707
383	0.12722541
384	0.1271013037
385	0.1270083524
386	0.1268343424
387	0.126692597
388	0.1266367846
389	0.1265700822
390	0.1265095493
391	0.126424738
392	0.1263442789
393	0.1262279019
394	0.1261282249
395	0.126085305
396	0.1260173991
397	0.1259707582
398	0.1258571451
399	0.1257950661
400	0.1257050882
401	0.1256370289
402	0.1255335924
403	0.1254961923
404	0.1253432888
405	0.1252007283
406	0.1250526592
407	0.1250082741
408	0.1249282061
409	0.124816792
410	0.124702252
411	0.1245515346
412	0.1245115676
413	0.1244018325
414	0.12425664
415	0.1240872593
416	0.1239978114
417	0.1238905155
418	0.123804267
419	0.1236907531
420	0.1235549484
421	0.1234597373
422	0.1233369411
423	0.1232309948
424	0.1231723027
425	0.1231202525
426	0.1230503324
427	0.1230094935
428	0.12297307
429	0.1228613207
430	0.1228260479
431	0.1226513836
432	0.1225680562
433	0.1224682148
434	0.1224270559
435	0.1223445465
436	0.1222431813
437	0.1221701524
438	0.1221177675
439	0.1220320912
440	0.1219607787
441	0.1218679728
442	0.1218386185
443	0.1218001232
444	0.1217538193
445	0.1216464301
446	0.1215740943
447	0.1214781663
448	0.1213456252
449	0.1212826142
450	0.1212058296
451	0.1210276911
452	0.1209586005
453	0.1208218723
454	0.1207661429
455	0.1206690903
456	0.1205306014
457	0.120429697
458	0.1203319364
459	0.1203011447
460	0.120224001
461	0.1200917963
462	0.120032933
463	0.119941593
464	0.1198576943
465	0.1197809747
466	0.1196737099
467	0.1195607534
468	0.1195140244
469	0.1194489298
470	0.1194031308
471	0.1193157216
472	0.1192767016
473	0.1192270258
474	0.1191656496
475	0.1190209912
476	0.1189241202
477	0.1188585399
478	0.1188065185
479	0.1187814067
480	0.1187225283
481	0.1186826067
482	0.1185979739
483	0.1185486051
484	0.1184477811
485	0.1183793547
486	0.1183310943
487	0.1182699792
488	0.1182289307
489	0.1181547264
490	0.1180979289
491	0.1179896183
492	0.1179425937
493	0.1179083522
494	0.1178250121
495	0.1177515796
496	0.1177227462
497	0.117698903
498	0.1176067204
499	0.1175170709
500	0.1174781045
501	0.1174098188
502	0.1173348109
503	0.1172738398
504	0.1172126778
505	0.1171562968
506	0.1170471078
507	0.1170059105
508	0.1169123323
509	0.1168725722
510	0.1168200068
511	0.1167300903
512	0.1166813696
513	0.1165912462
514	0.1165448533
515	0.1164804416
516	0.1164258952
517	0.1163712669
518	0.1163251441
519	0.1162548721
520	0.116135018
521	0.116072337
522	0.1160256979
523	0.1160064047
524	0.115936975
525	0.1158335764
526	0.1157612157
527	0.1157164096
528	0.1156238213
529	0.1155611584
530	0.1155093159
531	0.1154205394
532	0.1153972902
533	0.1153686697
534	0.1152962619
535	0.1152034622
536	0.1151654249
537	0.1150811792
538	0.1149479048
539	0.114917026
540	0.1148615084
541	0.1147969943
542	0.1147464754
543	0.1146584762
544	0.1145568712
545	0.1145167038
546	0.1144823396
547	0.1143922794
548	0.114334591
549	0.1141912968
550	0.1141546638
551	0.1140550416
552	0.113993957
553	0.1139353747
554	0.113841636
555	0.1138033418
556	0.1137452083
557	0.1137021316
558	0.1136422252
559	0.1135948725
560	0.1135330034
561	0.1134191082
562	0.1133706775
563	0.1133208058
564	0.113246223
565	0.1131983452
566	0.1130962872
567	0.1130560375
568	0.1129702072
569	0.1128961235
570	0.1128092493
571	0.112757458
572	0.1126876583
573	0.1126370022
574	0.1126082703
575	0.1125608678
576	0.1124631621
577	0.1124038219
578	0.1122891261
579	0.1122230987
580	0.1121492541
581	0.1120878395
582	0.1119748235
583	0.1119124108
584	0.1118358964
585	0.1117573848
586	0.1116735428
587	0.1116320934
588	0.1115914238
589	0.1115036806
590	0.1114001596
591	0.1113565416
592	0.1113046629
593	0.1112466557
594	0.1111469413
595	0.111112508
596	0.1110495024
597	0.1109935908
598	0.1109525469
599	0.1108745373
600	0.1107973168
601	0.1107457395
602	0.1106504932
603	0.1105788153
604	0.1105411432
605	0.1104664387
606	0.1104275581
607	0.1103646725
608	0.1102613731
609	0.1102130192
610	0.1101648825
611	0.1101412588
612	0.1101073368
613	0.1100183833
614	0.1099468916
615	0.109889026
616	0.1098455578
617	0.1097835249
618	0.109753278
619	0.1097248511
620	0.1096639208
621	0.1096139863
622	0.1095803146
623	0.1095302302
624	0.1094959906
625	0.1094595529
626	0.1093900167
627	0.1093459533
628	0.1092910577
629	0.109202586
630	0.1091447976
631	0.1090872557
632	0.109024874
633	0.1089397159
634	0.1088897032
635	0.1088598029
636	0.1088070112
637	0.1087326065
638	0.1086919151
639	0.1086324722
640	0.1085271881
641	0.1084879059
642	0.1084351926
643	0.1083980065
644	0.1083596752
645	0.1083420306
646	0.1082067129
647	0.1081652036
648	0.1081270605
649	0.1080748439
650	0.1080191911
651	0.1079804041
652	0.1079039249
653	0.1078409514
654	0.107810735
655	0.107757418
656	0.1077089096
657	0.1076801701
658	0.1076381641
659	0.1075965397
660	0.1075479907
661	0.1074919068
662	0.1073715735
663	0.1073167515
664	0.1072949279
665	0.1072473685
666	0.1071903317
667	0.10712682
668	0.107066828
669	0.1070280096
670	0.1069903052
671	0.1069068849
672	0.1068750349
673	0.1068184274
674	0.1067731606
675	0.1067303313
676	0.1066807947
677	0.1066314151
678	0.1065825522
679	0.106541355
680	0.1064715032
681	0.1064200077
682	0.1063912722
683	0.1063352854
684	0.1062759308
685	0.1062513542
686	0.1061921936
687	0.1060957517
688	0.1060318687
689	0.1059645728
690	0.1059319745
691	0.1058774172
692	0.1058477539
693	0.1057766145
694	0.1057205803
695	0.1056761915
696	0.1055550684
697	0.1055142347
698	0.1054710247
699	0.105400718
700	0.1053198627
701	0.1052827654
702	0.1052407335
703	0.1052020248
704	0.1051858822
705	0.1051267063
706	0.1050753879
707	0.1050121681
708	0.1049557197
709	0.1048900223
710	0.104843823
711	0.1047979265
712	0.1047577134
713	0.1047401492
714	0.1047230265
715	0.1046728635
716	0.1046121275
717	0.104487448
718	0.1044434105
719	0.1043684665
720	0.1043191562
721	0.1042909193
722	0.1042220655
723	0.1041664881
724	0.1041385156
725	0.104089165
726	0.1040652145
727	0.1040120155
728	0.103983585
729	0.1039423218
730	0.1038974273
731	0.1038397096
732	0.1037956335
733	0.1037566069
734	0.1036913608
735	0.1036234386
736	0.1035759211
737	0.1035306436
738	0.1035029396
739	0.1034514077
740	0.1034216482
741	0.1033692947
742	0.1033402888
743	0.1032932443
744	0.1032755046
745	0.1032602825
746	0.103239947
747	0.1032043801
748	0.103097212
749	0.1030258956
750	0.102989337
751	0.1029090312
752	0.1028728198
753	0.1028239257
754	0.1027960138
755	0.1027342499
756	0.1026592272
757	0.1026312987
758	0.102604557
759	0.1025261353
760	0.1024889017
761	0.102391944
762	0.1023097544
763	0.1022654035
764	0.1021916332
765	0.1021617494
766	0.1021095075
767	0.1020930604
768	0.1020316131
769	0.1019707996
770	0.1019388858
771	0.1018598557
772	0.1018286099
773	0.1017786421
774	0.1017552446
775	0.1017187576
776	0.1016927296
777	0.1016606608
778	0.1015773133
779	0.1015564739
780	0.1015251461
781	0.1014508571
782	0.1014107348
783	0.1013219706
784	0.101245714
785	0.1011702189
786	0.1011138359
787	0.1010667779
788	0.1010252132
789	0.1009788826
790	0.1009239954
791	0.1009018796
792	0.1008238648
793	0.1008009914
794	0.1007820342
795	0.1007034336
796	0.100675815
797	0.1006482662
798	0.1006150423
799	0.1005911011
800	0.1005177433
801	0.1004538133
802	0.1003862978
803	0.1003217233
804	0.1002751477
805	0.1002160778
806	0.1001545023
807	0.1001146269
808	0.1000910089
809	0.1000717997
810	0.1000350878
811	0.09996038637
812	0.09992657782
813	0.09988354751
814	0.09983805494
815	0.09972858619
816	0.09967147721
817	0.09965021592
818	0.09963161091
819	0.09958561054
820	0.09954573875
821	0.09950231609
822	0.09946940933
823	0.09938091498
824	0.09933381989
825	0.09928480369
826	0.09925485625
827	0.09922706642
828	0.09918617536
829	0.09912639487
830	0.09910210444
831	0.09906743199
832	0.09899939248
833	0.09894777885
834	0.09888260256
835	0.09883330498
836	0.09879623011
837	0.09877277623
838	0.09868608845
839	0.09865424009
840	0.09861042491
841	0.09855604662
842	0.09854178665
843	0.09852776795
844	0.09845071188
845	0.0983649767
846	0.09831868977
847	0.09828332527
848	0.09822042281
849	0.09817635922
850	0.09815763006
851	0.09811043192
852	0.09808299452
853	0.09807054165
854	0.09798237146
855	0.09794448609
856	0.09792125866
857	0.09786732231
858	0.09784129057
859	0.09776545307
860	0.09772363013
861	0.09762183499
862	0.09756764849
863	0.09752869494
864	0.09748387261
865	0.09745229612
866	0.09741307215
867	0.09735303504
868	0.09727955896
869	0.09726343302
870	0.09719086704
871	0.09715894259
872	0.09713392424
873	0.09710576952
874	0.09705588766
875	0.09703299426
876	0.09701784887
877	0.09698623988
878	0.0969356992
879	0.09692052455
880	0.09688127536
881	0.09681155927
882	0.0967721274
883	0.09673477148
884	0.0967158196
885	0.09668293097
886	0.09662484635
887	0.09658027195
888	0.09656426642
889	0.09651897243
890	0.09649613383
891	0.09646119498
892	0.09640920119
893	0.0963755529
894	0.09632759739
895	0.09631122509
896	0.09623631574
897	0.09616969481
898	0.09612160793
899	0.09608455679
900	0.09606534009
901	0.09603469667
902	0.0960223935
903	0.09598796566
904	0.09594945821
905	0.09592167764
906	0.09586072529
907	0.09581288624
908	0.09577707468
909	0.09572959358
910	0.09569930453
911	0.09567521357
912	0.09563081297
913	0.09560092191
914	0.09557456171
915	0.09550581559
916	0.0954742833
917	0.09544862942
918	0.09540929081
919	0.09540106265
920	0.09536248491
921	0.09533372213
922	0.09524465333
923	0.09521594166
924	0.09519459461
925	0.09514877776
926	0.09510710605
927	0.09506406621
928	0.09502198173
929	0.0949846348
930	0.09494345594
931	0.09490490051
932	0.09485955655
933	0.0948355604
934	0.09480429283
935	0.09479152253
936	0.09477095857
937	0.09471515679
938	0.09469176668
939	0.0946207862
940	0.09459515244
941	0.0945539021
942	0.09452981293
943	0.09445646473
944	0.09441186082
945	0.09439186639
946	0.09433267816
947	0.09428151069
948	0.09424081017
949	0.0942069721
950	0.09417238594
951	0.09413377744
952	0.09410719798
953	0.09408332239
954	0.09405210061
955	0.09402837867
956	0.09396477716
957	0.09392817717
958	0.09388036358
959	0.09383063345
960	0.09381607218
961	0.09374444359
962	0.09368179406
963	0.09363453591
964	0.09360065779
965	0.09358388205
966	0.09355567253
967	0.09350393255
968	0.09348265479
969	0.09343590583
970	0.09337813169
971	0.09333792201
972	0.09325780388
973	0.0932394052
974	0.09318572242
975	0.09313143055
976	0.09308913955
977	0.0930791406
978	0.09301616351
979	0.09297867785
980	0.09295100127
981	0.09290912501
982	0.09285931269
983	0.09282896135
984	0.09279611664
985	0.09276254691
986	0.0927430455
987	0.09272738883
988	0.09267606463
989	0.09261704005
990	0.09253558214
991	0.09250181769
992	0.09248468403
993	0.09245858055
994	0.09243631521
995	0.09240476104
996	0.0923867585
997	0.09234769559
998	0.09229128636
999	0.09226013206
