iter	Logloss
221	0.15160834
222	0.1512203407
223	0.1510137559
224	0.1506052166
225	0.150417106
226	0.1501964771
227	0.1500805996
228	0.1497941903
229	0.1495540438
230	0.1494414198
231	0.1493129711
232	0.1490482031
233	0.1488976786
234	0.1487391179
235	0.1485270637
236	0.1482854222
237	0.1479309083
238	0.14767594
239	0.1475395359
240	0.1473213021
241	0.1471143309
242	0.1469704511
243	0.1467158644
244	0.1465069523
245	0.1463920904
246	0.1460943371
247	0.1458577254
248	0.1457064957
249	0.1456167413
250	0.1454550299
251	0.1452616361
252	0.1449938894
253	0.1447541217
254	0.144639897
255	0.1444083751
256	0.1442498746
257	0.1441058821
258	0.1439228914
259	0.1436381602
260	0.1434379952
261	0.1433434078
262	0.1431503468
263	0.1430299919
264	0.142912733
265	0.1426772434
266	0.142588654
267	0.1424400147
268	0.1422841392
269	0.1421817277
270	0.1421071496
271	0.1419410786
272	0.1417700805
273	0.1415453663
274	0.1412959024
275	0.1411825832
276	0.1410289075
277	0.1409400793
278	0.140780028
279	0.1406745589
280	0.1405815582
281	0.1404948874
282	0.1402782742
283	0.1400992214
284	0.1399576928
285	0.1398435686
286	0.1397652395
287	0.1396328615
288	0.1395254064
289	0.1393418112
290	0.1392182203
291	0.1390627466
292	0.1389774947
293	0.1388144395
294	0.1385771376
295	0.1384259908
296	0.1381912485
297	0.1379638083
298	0.1378057325
299	0.1376921822
300	0.1375228027
301	0.1374209047
302	0.1372665497
303	0.1371394618
304	0.1370626652
305	0.1368871796
306	0.1368078448
307	0.1366839377
308	0.136516998
309	0.1363638712
310	0.136261079
311	0.136166538
312	0.1360188737
313	0.1358402108
314	0.1357203368
315	0.1356286615
316	0.1354649588
317	0.1353041645
318	0.1351194571
319	0.1350404278
320	0.1349290814
321	0.1348331852
322	0.1347042685
323	0.1345421152
324	0.1344687945
325	0.1343802887
326	0.1341741576
327	0.1340525876
328	0.1339148726
329	0.1337825014
330	0.1337056785
331	0.1334535064
332	0.1332393634
333	0.1330498304
334	0.1329721718
335	0.1328420376
336	0.1327636134
337	0.1326593434
338	0.1324562737
339	0.1323750597
340	0.1321793849
341	0.1320724633
342	0.1319968786
343	0.131883766
344	0.1317895825
345	0.1316818602
346	0.1315145908
347	0.1314423184
348	0.1312941442
349	0.1310689903
350	0.1309119332
351	0.1307759856
352	0.1306556328
353	0.1305311558
354	0.1304075022
355	0.1302415857
356	0.130103297
357	0.1299887159
358	0.1298570728
359	0.1297168577
360	0.1296240534
361	0.1294693202
362	0.129369096
363	0.1291671836
364	0.1289635
365	0.1288558487
366	0.1287759161
367	0.128658641
368	0.1285443965
369	0.1284310231
370	0.1283237909
371	0.1282007335
372	0.1280956229
373	0.1280502411
374	0.1280064595
375	0.1279446137
376	0.1278005318
377	0.1276707283
378	0.1275328833
379	0.1274196047
380	0.1273411205
381	0.1272517439
382	0.1271106895
383	0.127005635
384	0.1269461191
385	0.1268030382
386	0.1266358306
387	0.1265509981
388	0.1264384088
389	0.1263308559
390	0.1262242129
391	0.1261530267
392	0.1260752089
393	0.1259688288
394	0.1258921154
395	0.1257075982
396	0.1255708587
397	0.125412579
398	0.1252892984
399	0.125228475
400	0.1251558409
401	0.1250867229
402	0.125005151
403	0.12495335
404	0.1248610855
405	0.1247206397
406	0.1246166521
407	0.1245246668
408	0.1244655597
409	0.1243636406
410	0.1242703687
411	0.1242311905
412	0.1241455456
413	0.1240257239
414	0.1239373628
415	0.1238410688
416	0.1237281188
417	0.1236213659
418	0.1235448819
419	0.1234646535
420	0.1234024319
421	0.1233527716
422	0.1232158184
423	0.123114317
424	0.1230567831
425	0.1229905196
426	0.1228678741
427	0.1228104434
428	0.1227651678
429	0.1227229593
430	0.1226769865
431	0.1226109411
432	0.1225168361
433	0.1224287454
434	0.1223701428
435	0.1222778118
436	0.1222318729
437	0.1222008903
438	0.122083668
439	0.1219312678
440	0.1218495961
441	0.1217603462
442	0.1216684805
443	0.121556473
444	0.1214186199
445	0.1212966613
446	0.1211790446
447	0.1210681987
448	0.1209711916
449	0.1208459902
450	0.1207758629
451	0.1206547374
452	0.1206012102
453	0.1205516526
454	0.1205183092
455	0.1204697442
456	0.1203738525
457	0.1202889709
458	0.1201677689
459	0.1200520468
460	0.1199446691
461	0.1198446533
462	0.1197357364
463	0.1196611247
464	0.1195183599
465	0.1194668507
466	0.1193892251
467	0.1192952227
468	0.1192331747
469	0.1191557984
470	0.1190559165
471	0.1189647788
472	0.1189014062
473	0.1187758097
474	0.1187055596
475	0.1186237016
476	0.1185335518
477	0.1184391437
478	0.1183110147
479	0.1181925865
480	0.1181365832
481	0.1180342546
482	0.1180083372
483	0.1178987371
484	0.1178410146
485	0.1177448406
486	0.1176371716
487	0.1175656603
488	0.1174645072
489	0.1173921197
490	0.1173540503
491	0.1172655072
492	0.1171999274
493	0.1171343804
494	0.1170561506
495	0.1170048733
496	0.1169323844
497	0.1168416112
498	0.1167346478
499	0.1166789462
500	0.1165974441
501	0.1165376963
502	0.1164264624
503	0.1163778805
504	0.1163465128
505	0.1162946948
506	0.1161782727
507	0.1160889264
508	0.1159846826
509	0.1158795431
510	0.1157941026
511	0.1157280514
512	0.1156362452
513	0.1156063016
514	0.1154978029
515	0.1154640124
516	0.1154016689
517	0.1153621954
518	0.1153153332
519	0.115265374
520	0.1151974706
521	0.1151274792
522	0.1149580341
523	0.1148959262
524	0.1148447422
525	0.1146937591
526	0.1146499908
527	0.1145669363
528	0.1144774307
529	0.1144272862
530	0.1143511744
531	0.1142777609
532	0.114224572
533	0.1141760998
534	0.1141355708
535	0.1140899335
536	0.1140234338
537	0.1139904827
538	0.1138532751
539	0.1138001893
540	0.1137549933
541	0.1137142751
542	0.1136221672
543	0.113579474
544	0.1135248776
545	0.1134449237
546	0.1133458349
547	0.1132904885
548	0.1132247493
549	0.1131977334
550	0.1131514774
551	0.1131013061
552	0.1130284702
553	0.1129875164
554	0.1129264476
555	0.1128583554
556	0.1128040015
557	0.1127630211
558	0.1126955225
559	0.1126482221
560	0.1125890354
561	0.1125279432
562	0.1124556019
563	0.1124222286
564	0.1123420919
565	0.1122688639
566	0.1121894606
567	0.1121439721
568	0.1121063378
569	0.1120683157
570	0.1120414013
571	0.1119248133
572	0.1118995541
573	0.1118390395
574	0.111773068
575	0.1116596019
576	0.1115905736
577	0.1115453411
578	0.1114522922
579	0.111397842
580	0.1113279968
581	0.1112902329
582	0.1112373958
583	0.11111505
584	0.1110294794
585	0.1109694791
586	0.1109242155
587	0.1108578786
588	0.1108073685
589	0.1107211613
590	0.1106441332
591	0.1105896753
592	0.1105070257
593	0.1104262148
594	0.1103664055
595	0.110269043
596	0.1101262485
597	0.1100866672
598	0.1100090272
599	0.1099250801
600	0.1098820318
601	0.1098288496
602	0.1097567074
603	0.1097092527
604	0.1096570743
605	0.1096172059
606	0.1095519331
607	0.1094561112
608	0.1094049892
609	0.1093454766
610	0.1093051717
611	0.1092365131
612	0.1091323713
613	0.109030176
614	0.1089429927
615	0.1088846951
616	0.1088444749
617	0.1087527122
618	0.1086867224
619	0.1086546476
620	0.1085599771
621	0.1084973812
622	0.108448617
623	0.1084089577
624	0.1083320521
625	0.108246295
626	0.1082077572
627	0.1081288929
628	0.1081075231
629	0.1080499842
630	0.1079900706
631	0.1079484546
632	0.1079251861
633	0.1078504265
634	0.1078322269
635	0.1077592631
636	0.1076976434
637	0.1076469855
638	0.1075876326
639	0.107553407
640	0.1074379726
641	0.1073792105
642	0.107318164
643	0.1072866171
644	0.1072286533
645	0.1071504182
646	0.1071103918
647	0.1070951011
648	0.1069651228
649	0.1068945772
650	0.1068504335
651	0.1068347579
652	0.1067987798
653	0.1067555023
654	0.1066348497
655	0.1065187378
656	0.1064746906
657	0.1064128979
658	0.1063688505
659	0.1062852682
660	0.1062451823
661	0.106230556
662	0.1061871142
663	0.106103248
664	0.1060725327
665	0.106010773
666	0.10595103
667	0.1058765413
668	0.1058372471
669	0.1057996077
670	0.1057739659
671	0.1057025558
672	0.10565297
673	0.1055549401
674	0.1055108546
675	0.105436439
676	0.1054027813
677	0.1053150304
678	0.1052633757
679	0.1052057503
680	0.1051431944
681	0.1051203276
682	0.1050719752
683	0.1050381758
684	0.1049887705
685	0.1049246471
686	0.1048432429
687	0.1047749543
688	0.1047176826
689	0.1046488843
690	0.1045894418
691	0.1045466095
692	0.1045034837
693	0.1044309514
694	0.1043995473
695	0.1042810672
696	0.1042497547
697	0.1042170477
698	0.1041830279
699	0.1041549597
700	0.1041129321
701	0.1040004645
702	0.1039236816
703	0.1038207873
704	0.103784532
705	0.1037551778
706	0.1037190885
707	0.103698195
708	0.1036211057
709	0.1035522679
710	0.1035233733
711	0.1034995077
712	0.1034678846
713	0.1034019985
714	0.1033853586
715	0.1033354808
716	0.1032525511
717	0.1031988639
718	0.10314874
719	0.1030895066
720	0.1030442908
721	0.1030016109
722	0.1029559536
723	0.1028638968
724	0.1028175656
725	0.1027568833
726	0.1027128173
727	0.1026678238
728	0.1026329247
729	0.1026088166
730	0.1025689699
731	0.1025330448
732	0.1025011878
733	0.1024401092
734	0.1023847943
735	0.1022985746
736	0.1022696915
737	0.1022396184
738	0.1021820129
739	0.1020996172
740	0.1020369035
741	0.101973855
742	0.1019518838
743	0.1019036121
744	0.1018613571
745	0.1017934417
746	0.1016999362
747	0.1016391543
748	0.101582634
749	0.1015247379
750	0.1014973155
751	0.1014477845
752	0.1014005986
753	0.1013577595
754	0.101285617
755	0.1012239824
756	0.1011536294
757	0.101100162
758	0.1010348544
759	0.1009930625
760	0.1009429557
761	0.1008926877
762	0.1008717892
763	0.1008576539
764	0.1008006249
765	0.1007536449
766	0.1007153166
767	0.1006592831
768	0.1006137106
769	0.1005628851
770	0.1005312654
771	0.1005096898
772	0.1004517611
773	0.1003921942
774	0.1003097655
775	0.1002770536
776	0.1002315041
777	0.1001940215
778	0.1001446349
779	0.1000880371
780	0.1000474715
781	0.1000102472
782	0.09997065081
783	0.09992355554
784	0.09988621322
785	0.09982185324
786	0.09976863594
787	0.0997514435
788	0.09973022811
789	0.09965410762
790	0.09957384641
791	0.09954197229
792	0.09948806975
793	0.09946590155
794	0.09944571365
795	0.09936649633
796	0.09933796526
797	0.09932437099
798	0.0993097544
799	0.09926943955
800	0.09922375067
801	0.09916721929
802	0.09911822943
803	0.09910515973
804	0.09904803576
805	0.09901400936
806	0.09893687371
807	0.0988839382
808	0.09881470635
809	0.09879131172
810	0.09875624435
811	0.09873338253
812	0.09869428526
813	0.09865745421
814	0.09862531321
815	0.09858900972
816	0.09856077532
817	0.0985385177
818	0.09847445806
819	0.09846187785
820	0.09841496084
821	0.09834838503
822	0.0982402165
823	0.09820571711
824	0.09816081492
825	0.09811378011
826	0.09807641944
827	0.09804494586
828	0.09801706516
829	0.09795216954
830	0.09788472909
831	0.09786402473
832	0.09781618975
833	0.09778804666
834	0.09771255354
835	0.09764356301
836	0.09759525066
837	0.09756178862
838	0.09753616149
839	0.09751987682
840	0.09746492831
841	0.09742049248
842	0.09740553393
843	0.09736858487
844	0.09731729466
845	0.09727313269
846	0.09724283225
847	0.0972061006
848	0.0971468821
849	0.09711415368
850	0.09708007249
851	0.09705988762
852	0.09703794685
853	0.09701043638
854	0.09694823876
855	0.09687235583
856	0.09683458283
857	0.09679835728
858	0.096752755
859	0.09673239594
860	0.09665075465
861	0.09663295245
862	0.09660549319
863	0.09658543304
864	0.09657433654
865	0.09653693275
866	0.09647867204
867	0.09639973349
868	0.09635911999
869	0.0963365321
870	0.09631639053
871	0.0962819726
872	0.0962572918
873	0.09621950296
874	0.09619755723
875	0.09617933581
876	0.09609953424
877	0.09605912803
878	0.09600673403
879	0.09595336911
880	0.09591227902
881	0.09584337277
882	0.09576946769
883	0.09573594084
884	0.09568251626
885	0.09566448903
886	0.09563333528
887	0.09562280641
888	0.0955874705
889	0.09553695527
890	0.09548172676
891	0.09545567833
892	0.09542769463
893	0.09537537693
894	0.09534756594
895	0.09531238445
896	0.09527855052
897	0.09524671313
898	0.09520715185
899	0.09515461524
900	0.09513191771
901	0.09512319619
902	0.0950943197
903	0.09506831778
904	0.09502804938
905	0.09501111443
906	0.09496054282
907	0.09493482796
908	0.09490342385
909	0.09486589055
910	0.09482718553
911	0.09479315755
912	0.09477454635
913	0.09473119429
914	0.09465978899
915	0.09459404308
916	0.09456276834
917	0.09453154844
918	0.09445183301
919	0.09442785416
920	0.09440932071
921	0.09437436155
922	0.09433690468
923	0.09431470835
924	0.09427723806
925	0.09424411619
926	0.09422818004
927	0.09418448109
928	0.09414415136
929	0.09411374853
930	0.094063499
931	0.09402779863
932	0.09397835235
933	0.09395837503
934	0.09392473356
935	0.09391055166
936	0.09386536936
937	0.09383546549
938	0.09382020652
939	0.09379866096
940	0.09378164312
941	0.09376600072
942	0.0937515617
943	0.09372838953
944	0.0937088357
945	0.09369111891
946	0.09364450808
947	0.09361044689
948	0.09358956335
949	0.09355775265
950	0.09353520613
951	0.09347241602
952	0.09342256486
953	0.09335554169
954	0.09328263945
955	0.09325363845
956	0.09320251704
957	0.09314929418
958	0.09309488725
959	0.09305556209
960	0.09303729622
961	0.09300027388
962	0.09298612354
963	0.09295844366
964	0.09293146491
965	0.09290257681
966	0.09284751736
967	0.09281962665
968	0.09278260946
969	0.09273530907
970	0.09267500519
971	0.09262413491
972	0.092582884
973	0.09255444901
974	0.09249162426
975	0.09245763109
976	0.09242877628
977	0.09237804368
978	0.0923129962
979	0.09227095636
980	0.09223906165
981	0.09217945341
982	0.09213163209
983	0.09208651594
984	0.09203825941
985	0.09200191438
986	0.0919911198
987	0.09195220266
988	0.09189999112
989	0.09185641654
990	0.09183219321
991	0.09179246897
992	0.0917376885
993	0.09169990294
994	0.0916888695
995	0.09165043351
996	0.09159854089
997	0.09153981257
998	0.09152081272
999	0.09147249983
